titulo;preco;desc;erate;url;lat;lng;Quartos;WC's;Tam. do Lote (m²);Ano Construção;Casas de Banho;Total de Assoalhadas;Total m² ;Lugares de Estacionamento;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:;Volume cúbico (m³):
CONDOMÍNIO FECHADO COM PISCINA E JARDIM COM 100% ;130.000 €;T1 a partir de 117.000,00 €, em condomínio fechado com piscina e jardim, constituído por apartamentos T1, T2 e T3 e moradias, a 15 minutos de Lisboa.Protocolo bancário com o BES, com condições especiais e 100% financiamento.Os apartamentos estão equipados, com sistema de intercomunicador e de comunicações através da Solução PT Casa Imobiliário Triple Play suportado por rede de fibra óptica “FTH” permitindo elevada largura de banda nos serviços de, HDTV- Televisão de alta definição, TV Interactiva, Internet, Voz ,VOIP-Voz sobre IP. Tomadas de comunicações (Internet e Voz), nas salas, quartos, cozinha e hall. Salas e Quartos com pavimento flutuante estratificado, as cozinhas...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antao-do-Tojal-Loures_120611244-42;38.854248;-9.143117;1;;93,00;2013;;2;75;;;;;;
Excelente Apartamento com 100% financiamento, spred 1% e Certf. Energética A;130.200 €;Condições especiais aplicáveis (não acumuláveis com outras condições especiais em vigor):  Spread - Período Inicial (1) 1,00%                         Período remanescente 2,00% (1)   O período inicial pode ser de 12, 24 ou 36 meses.Comissões: Isenção da Comissão de Dossier e Comissão Formalização (podendo também ter isenção do valor avaliação). Valor Financiamento:Condições especiais na aquisição de Imóveis provenientes de CPI EspecialAté 100% do valor de avaliação ou 100% do valor de transação (o menor dos valores). Prazo:- Mínimo: 5 anos.- Máximo: 40 anos. No fim do contrato, nenhum proponente pode ultrapassar os 70 anos de idade (atuarial), independentemente...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Loule-(Sao-Clemente)-Loule_122261135-146;37.127734;-8.003169;1;;781,00;2011;1;2;62;;R/C;107,00;;;
A PERFEIÇÃO NO ALGARVE...;280.000 €;Moradia inserida num RESORT de Ambiente Bastante Acolhedor!!!Possuí Restaurante e Pub com Agradável Esplanada. Lojas, Piscinas, Parque Infantil e Extensas Áreas Verdes. Ciclovia apenas a 800mts da PRAIA. Campo de Golf BENAMOR a 400mts. ;B;http://www.remax.pt/Two-Family-House-For-Sale-Cabanas-de-Tavira-Tavira_123371001-414;37.135568;-7.601446;3;1;10.000,00;2013;2;4;169;1;;;;;
Moradia de luxo no condomínio fechado "Casas do Castelo";610.000 €;Em pleno centro histórico de Leça da Palmeira, esta moradia foi projetada a pensar em si.Com fachada em pedra grampeada e alumínio revestido em camarinha de inco, está rodeada por muro em betão. Com padrões de qualidade irrepreensíveis, pavimento interior, armários e roupeiros, em madeira de afizélia, deck de varandas em madeira de Ipê, aquecimento central e fogão de sala. É também comtemplada pela mais alta tecnologia domótica (painéis solares, alarme contra intrusão e deteção de água, gás e fumos).O requinte de viver em Leça da Palmeira!;A;http://www.remax.pt/Two-Family-House-For-Sale-Leca-da-Palmeira-Matosinhos_123681001-448;41.188208;-8.700856;4;1;474,00;2010;3;5;269;;;;;;
CONDOMÍNIO FECHADO COM PISCINA E JARDIM COM 100% ;161.000 €;T2 a partir de 161.000,00 €, em condomínio fechado com piscina e jardim, constituído por apartamentos T1, T2 e T3 e moradias, a 15 minutos de Lisboa.Protocolo bancário com o BES, com condições especiais e 100% financiamento.Os apartamentos estão equipados, com sistema de intercomunicador e de comunicações através da Solução PT Casa Imobiliário Triple Play suportado por rede de fibra óptica “FTH” permitindo elevada largura de banda nos serviços de, HDTV- Televisão de alta definição, TV Interactiva, Internet, Voz ,VOIP-Voz sobre IP. Tomadas de comunicações (Internet e Voz), nas salas, quartos, cozinha e hall. Salas e Quartos com pavimento flutuante estratificado, as cozinhas...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antao-do-Tojal-Loures_120611244-43;38.854248;-9.143117;2;;123,00;2013;;3;106;;;;;;
Apartamento T3 com áreas excelentes em Ílhavo;109.000 €;Se procura um imóvel na cidade, mas com a tranquilidade do campo, tem agora uma oportunidade fantástica.A 1 minuto apenas do centro de Ílhavo, e de todos os serviços. Apartamento no 1º andar, com áreas fabulosas.Tem 2 Quartos, 1 Suite, despensa, lavandaria, casa de banho com banheira de hidromassagem, varandas, sala com recuperador de calor, cozinha equipada e garagem.Não desperdice esta oportunidade e venha conhecer!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Ilhavo-(Sao-Salvador)-Ilhavo_123421037-53;40.602309;-8.672371;3;;259,00;2005;2;4;132;;1º Andar;;;;
;270.000 €;Condomínio Jardins do Cercal, localizado na freguesia de São Francisco, embora envolvido num crescimento urbano, segue o carácter rural, mantendo a sua tranquilidade e hospitalidade, características de um freguesia situada na orla ribeirinha do Tejo entre Alcochete e Samouco. Acabamentos de excelência em condomínio fechado com piscina, ginásio, parque infantil e diversos espaços verdes.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Francisco-Alcochete_120611240-55;38.732364;-8.971808;3;;216,00;2013;;4;153;;;;;;
;270.000 €;Condomínio Jardins do Cercal, localizado na freguesia de São Francisco, embora envolvido num crescimento urbano, segue o carácter rural, mantendo a sua tranquilidade e hospitalidade, características de um freguesia situada na orla ribeirinha do Tejo entre Alcochete e Samouco. Acabamentos de excelência em condomínio fechado com piscina, ginásio, parque infantil e diversos espaços verdes.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Francisco-Alcochete_120611240-54;38.732364;-8.971808;3;;187,00;2013;;4;151;;;;;;
;330.000 €;Condomínio Jardins do Cercal, localizado na freguesia de São Francisco, embora envolvido num crescimento urbano, segue o carácter rural, mantendo a sua tranquilidade e hospitalidade, características de um freguesia situada na orla ribeirinha do Tejo entre Alcochete e Samouco. Acabamentos de excelência em condomínio fechado com piscina, ginásio, parque infantil e diversos espaços verdes.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Francisco-Alcochete_120611240-57;38.732364;-8.971808;4;;215,00;2013;;5;179;;;;;;
;370.000 €;Condomínio Jardins do Cercal, localizado na freguesia de São Francisco, embora envolvido num crescimento urbano, segue o carácter rural, mantendo a sua tranquilidade e hospitalidade, características de um freguesia situada na orla ribeirinha do Tejo entre Alcochete e Samouco. Acabamentos de excelência em condomínio fechado com piscina, ginásio, parque infantil e diversos espaços verdes.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Francisco-Alcochete_120611240-56;38.732364;-8.971808;3;;283,00;2013;;4;153;;;;;;
RESORT ÚNICO EM CABANAS DE TAVIRA...;177.500 €;Apartamento inserido num RESORT de Ambiente Bastante Acolhedor!!!Possuí Restaurante e Pub com Agradável Esplanada. Lojas, Piscinas, Parque Infantil e Extensas Áreas Verdes. Ciclovia apenas a 800mts da PRAIA. Campo de Golf BENAMOR a 400mts. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cabanas-de-Tavira-Tavira_123371001-398;37.135568;-7.601446;2;1;10.000,00;2013;1;3;126;1;;;;;
;265.000 €;Moradia com um ano, situada nas margens da Lagoa de Óbidos, no Pérola da Lagoa Golf Resort, local paradisíaco, onde reinam a calma e o bem-estar.O Pérola da Lagoa Golf Resort encontra-se junto de outros resorts como sejam o Bom Sucesso Resort, Praia d’El Rey, Quintas de Óbidos entre outros.Esta moradia está equipada com aspiração central, piscina, portas e janelas em PVC, estores eléctricos em alumínio e carpintaria em faia vaporizada.Tenha a sua casa de sonho numa das zonas mais bonitas de Portugal, a Lagoa de Óbidos, que também está inserida numa zona de excelência, o Concelho de Óbidos, reconhecido mundialmente onde podemos desfrutar de actividades de lazer durante todo o...;B;http://www.remax.pt/House-For-Sale-Vau-Obidos_120691116-92;39.406808;-9.220461;4;;300,00;2009;3;5;150;;;;;;
T4 - EMPREENDIMENTO PRAÇA DOS OCEANOS - EXPO;890.000 €;Quer viver no Parque das Nações com o luxo e tranquilidade que merece? Então encontrou a SUA Casa!Espantoso T4 com excelentes áreas no Edifício Praça dos Oceanos, Parque das Nações Sul. Vista total de Rio de todas as divisões.Construção Contemporânea, com muita área de arrumação.Garagem com 2 parqueamentos e arrecadação.Venha já Viver numa zona de excelência.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Santa-Maria-dos-Olivais-Lisbon_121491209-93;38.755735;-9.098094;4;1;1.567.300,00;2008;2;5;175;;9º Andar;;;;
;;;;http://www.remax.pt/Two-Family-House-For-Sale-Sao-Joao-dos-Montes-Vila-Franca-de-Xira_120681093-160;38.9573;-8.9871;;;;;;;;;;;;;
BAIXA DE PREÇO ;109.500 €;T2 COM ÓPTIMAS ÁREAS Localizado na famosa Urbanização Quinta da Taborda pode encontrar este magnifico T2 composto por:Cozinha Equipada com:•Placa •Forno•ExaustorSala•Espaçosa•C/chão em madeira•C/ ligação a varanda em LWC c/banheiraRoupeiro extraQuarto •C/ roupeiro•Chão em madeiraQuarto•C/ roupeiro•Chão em madeiraTodo o apartamento dispõe de:•Aquecimento central•Estores eléctricos•Pré-instalação de aspiração centralGaragem PrivadaSe procura um apartamento com 2 quartos, como novo, com óptima qualidade de construção em zona de renome próximo do centro da cidade, com fácil acesso...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Leiria-Leiria_123531002-120;;;2;;;2003;;3;104;;;;;;
T2 Novo;260.000 €;É um Empreendimento inovador que possuiCozinha completamente equipadaQuartos com roupeirosAquecimento centralAspiração centralEstores térmicos, elétricosPavimento em soalhoPainéis solaresRevestimento a mármore  Lugar de Garagem   ;A;http://www.remax.pt/Condo-Apartment-For-Sale-Massarelos-Oporto_123571048-74;41.149207;-8.601792;1;;126,00;2013;;2;122;;;;;;
T2 como novo centro Barreiro, terraço 67m2;199.000 €;T2 como novo no centro do Barreiro, em frente á Camara Municipal.Terraço com 67m2Sótão;B;http://www.remax.pt/Condo-Apartment-For-Sale-Barreiro-Barreiro_123741019-11;38.660592;-9.074155;2;;354,00;2012;2;3;149;;1º Andar;;;;
Fantástico T1 perto da Praia;150.000 €;T0 transformado em T1 localizado em Sesimbra Centro, a cerca de 150m da praia.Este apartamento encontra-se totalmente mobilado e pronto a ser habitado.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Sesimbra-(Santiago)-Sesimbra_120991341-1;38.445141;-9.101075;;;38,00;2012;1;1;38;1;2º Andar;38,00;3;;
Magnifico Apartamento;160.000 €;Excelente t2 na tipica vila de Ferragudo. Boas áreas e bons acabamentos. Com um espaço de garagem e arrecadação. A poucos minutos da praia.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Ferragudo-Lagoa_122881043-52;;;2;;127,00;2009;1;3;89;;1º Andar;;;;
Excelente T3 NOVO;156.500 €;Excelente T3 NOVO. Dispõe de cozinha equipada com forno, placa, exaustor, frigorífico, caldeira, máquina lavar louça e roupa (móveis a escolher). Sala com pavimento flutuante e varanda, suite e quartos com roupeiro e dois WC's. Este imóvel oferece ainda, vidros duplos, vídeo porteiro, porta blindada, AC, gás canalizado e TVCabo. Arrecadação com 5,15m2, um terraço com 56,45m2 e parqueamento para duas viaturas. Localização sossegada, próximo do hipermercado, hospital de Loures, serviços, comércio e transportes. Bons acessos rodoviários (IC22).FOTOS MODELO.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Cavaleiros-Loures_123841003-67;38.809008;-9.167499;3;;;2009;2;4;118;;R/C;;;;
ATÉ 100%FINANCIAMENTO- ACABAMENTOS ALTA QUALIDADE;250.000 €;Moradia com 3 quartos em condominio privado com alta qualidade de construção, com jardim privativo com barbecue, garagem individual com acesso directo à habitação . Cozinha totalmente equipada equipada com eletrodomesticos Siemens,3 quartos, casas de banho com louças suspenças, chão dos quartos com pavimentos  flutuante acabamento em carvalho. Piscina e jardim comum. Painel solar para aguas quentes  Garagem com 72 m2 MARQUE A SUA VISITA E COMPROVE A QUALIDADE E DETALHE DOS ACABAMENTOS!!! ;B;http://www.remax.pt/House-For-Sale-Albufeira-Albufeira_122261079-266;37.12893;-8.233802;3;;289,00;2009;3;3;198;;;192,00;2;;
T2 Canidelo Encosta do Sol;120.000 €;T2 Canidelo Encostado SolEsta perante um espaçoso apartamento T2. Situado em Canidelo num condomínio reservado com uma grande área ajardinada, com Piscina coberta aquecida, sauna e banho turco.Principais características a destacar:- Cozinha equipada com placa, forno, micro ondas, maquina de lavar a loiça, exaustor e Frigorifico- Zona de lavandaria com maquina de lavar roupa,- Sala com Recuperador de calor, varanda,- Suite com um pequeno closet,- Duas casas de banho completas,- Quartos com Armários embutidos mais um no hall de entrada,- Som ambiente por toda a casa,- Aquecimento Central,- Lugar de Garagem para um carro,- 2 Arrumos um ao...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_122231053-1848;;;2;;131,00;2005;2;3;104;;;;;;
MORADIA T3 GARAGEM 84M2 -FINANCIAMENTO ATÉ 100%;255.000 €;Moradia com 3 quartos em condominio privado com alta qualidade de construção, com jardim privativo com barbecue, garagem individual (84M2) com acesso directo à habitação . Cozinha totalmente equipada equipada com eletrodomesticos Siemens,3 quartos, casas de banho com louças suspenças, chão dos quartos com pavimentos  flutuante acabamento em carvalho. Piscina e jardim comum. Painel solar para aguas quentes  Perto de tudo mas longe da confusão! MARQUE A SUA VISITA E COMPROVE A QUALIDADE E DETALHE DOS ACABAMENTOS!!! ;B;http://www.remax.pt/House-For-Sale-Albufeira-Albufeira_122261079-268;37.129036;-8.253985;3;;314,00;2009;3;3;204;;;204,00;2;;
Excelente apartamento T2;109.850 €;Excelente apartamento T2Acabamentos de qualidadeÓtimas áreasAquecimento central- convectores de baixo consumo!Musica ambienteArrecadaçãoLugar de estacionamentoTerraço comumMarque a sua visita!!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123441057-25;;;2;;120,00;2007;2;3;120;;3º Andar;110,00;;;
RESORT ÚNICO EM CABANAS DE TAVIRA...;177.500 €;Apartamento inserido num RESORT de Ambiente Bastante Acolhedor!!!Possuí Restaurante e Pub com Agradável Esplanada. Lojas, Piscinas, Parque Infantil e Extensas Áreas Verdes. Ciclovia apenas a 800mts da PRAIA. Campo de Golf BENAMOR a 400mts. ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cabanas-de-Tavira-Tavira_123371001-399;37.135568;-7.601446;2;1;10.000,00;2013;1;3;93;1;;;;;
T3 em Construção;170.000 €;Excelente apartamento em fase de construção com 3 quartos, 2 casas de banho, sala comum, cozinha, despensa, lavandaria, aspiração central, pré instalação de ar condicionado, som ambiente e lareira com recuperador de calor.Excelente investimento.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Bras-de-Alportel-Sao-Bras-de-Alportel_120141071-121;37.153271;-7.891939;3;;;2008;;4;120;;1º Andar;;;;
Penthouse T1 novo com financiamento atè 100%;125.000 €;Apartamento Novo com parqueamento e arrecadação, possibilidade de financiamento atè 100%. Acabamentos de qualidade. Vista panorâmica de 360º. Optima localização, perto de comercio e  dos acessos para Lisboa. Andar com apenas um apartamento.  ;B;http://www.remax.pt/Condo-Apartment-For-Sale-Feijo-ALMADA_120401098-84;38.659975;-9.164688;1;;147,00;2010;1;2;147;;5º Andar;;;;
;260.000 €;Apartamentos T0-T1-T2 para venda  inseridos em Condomínio Privado com jardim e piscina, cozinha totalmente equipada, arrecadação.O Condomínio GREEN EVOLUTION é a simbiose perfeita entre arquitetura pensada para o conforto e a natureza viva do Parque de Monsanto.Situado em Lisboa, em Benfica, o Green Evolution foi criado considerando valores como comodidade e segurança, menores e mais racionais consumos de energia. É um espaço pensado com preocupações arquitetónicas, ambientais e energéticas, orientado para a sua qualidade de vida e para a valorização da sua casa. Excelentes acessibilidades.;A;http://www.remax.pt/Condo-Apartment-For-Sale-Benfica-Lisbon_120611231-111;38.751052;-9.202669;;;74,00;2009;;1;53;;;;;;
;190.000 €;Fantástico apartamento T3 em excelente estado de conservação (como novo). Trata-se de um apartamento com apenas 2 anos de utilização, numa localização privilegiada na Malvarrosa Parque em Alverca. Possui 2 casas de banho, vista desafogada e uma Box para 3 viaturas, mais um lugar de estacionamento adicional. Os eletrodomésticos da cozinha encontram-se em perfeito estado de conservação. Possui pré instalação de ar condicionado em toda a casa, pré instalação de som ambiente, bem como estores elétricos em todas as janelas. Trata-se de um R/c com um terraço de cerca de 17 M2. Venha desfrutar da qualidade e bem estar e aproveite já esta fantástica oportunidade marcando a sua visita.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Alverca-do-Ribatejo-Vila-Franca-de-Xira_120611204-26;38.897943;-9.038002;3;;120,00;2005;2;4;120;;R/C;;;;
